iter	MultiClass
0	2.499597864
1	2.146059261
2	1.899677063
3	1.707987859
4	1.536422838
5	1.407065986
6	1.28772934
7	1.194284626
8	1.094909514
9	1.018194524
10	0.9443011596
11	0.8791064267
12	0.8202063648
13	0.7700317852
14	0.7196699974
15	0.6778686022
16	0.6362521323
17	0.6020150468
18	0.5658229583
19	0.5348413339
20	0.5053312348
21	0.479440709
22	0.4575007721
23	0.434967038
24	0.4163544051
25	0.3997408858
26	0.3821609463
27	0.3633094865
28	0.3501638882
29	0.3333124524
30	0.3178438656
31	0.304276967
32	0.2926184946
33	0.2793910215
34	0.2700172713
35	0.2608425825
36	0.2499736774
37	0.2398933724
38	0.2313247082
39	0.2238220349
40	0.2163794005
41	0.2102145713
42	0.2036831803
43	0.197442187
44	0.1912957171
45	0.1861003098
46	0.1790024954
47	0.1740944848
48	0.1686619219
49	0.1629239346
50	0.1581899735
51	0.1548121855
52	0.1508618262
53	0.1468129517
54	0.1423519601
55	0.1389729283
56	0.1360749862
57	0.133349843
58	0.1294981362
59	0.1260306169
60	0.1229633491
61	0.1196557436
62	0.1169520614
63	0.1139876234
64	0.1116786675
65	0.1092231448
66	0.106740763
67	0.1044617761
68	0.1016058786
69	0.1001802178
70	0.09824367729
71	0.09607234304
72	0.09448017561
73	0.09271114789
74	0.0909454083
75	0.08929577534
76	0.08759996387
77	0.08618624745
78	0.08457421421
79	0.08291544757
80	0.08137321177
81	0.080188131
82	0.07855599367
83	0.07734514527
84	0.07616796064
85	0.07493352719
86	0.0736074878
87	0.0722564202
88	0.07102656177
89	0.07002934316
90	0.06914419996
91	0.06823551285
92	0.0674024461
93	0.06630211593
94	0.06511931514
95	0.06388944802
96	0.06284696871
97	0.06200060152
98	0.06131709163
99	0.06053458257
100	0.06009239597
101	0.0594985955
102	0.05873564413
103	0.05790853822
104	0.05734575527
105	0.05654639934
106	0.05594062322
107	0.05532037707
108	0.05464548176
109	0.05378912748
110	0.05324517741
111	0.05224821608
112	0.0516499888
113	0.05122815974
114	0.05058740795
115	0.04982453383
116	0.04898843019
117	0.04828025536
118	0.04770456258
119	0.04722031702
120	0.04675825634
121	0.04602357893
122	0.04557345355
123	0.04510506145
124	0.04468499153
125	0.04422450858
126	0.0438729009
127	0.04348683532
128	0.04305720349
129	0.04271441613
130	0.0424025748
131	0.04197079906
132	0.04160405571
133	0.04130463319
134	0.0409147263
135	0.04051865116
136	0.04017098879
137	0.03985750171
138	0.03949637144
139	0.03901644534
140	0.03870032055
141	0.03833267067
142	0.03801516011
143	0.03772686222
144	0.03743777634
145	0.03717248795
146	0.03686612461
147	0.03659338792
148	0.03631019841
149	0.03600560161
150	0.03570977103
151	0.03549481432
152	0.03525964778
153	0.03502818624
154	0.03472623397
155	0.03442193526
156	0.03411637281
157	0.0338442485
158	0.03353432507
159	0.03330137407
160	0.0330975445
161	0.03289533247
162	0.03271755464
163	0.0325080055
164	0.03229948555
165	0.03208503351
166	0.03175466736
167	0.03158048214
168	0.03138820489
169	0.03110392002
170	0.03091197945
171	0.03076905068
172	0.03055109425
173	0.0303664295
174	0.03016908367
175	0.02997474204
176	0.0297693033
177	0.02962214566
178	0.0293421379
179	0.02912421903
180	0.02895044665
181	0.028794813
182	0.02855022574
183	0.0283591646
184	0.02818716987
185	0.02797776314
186	0.02786872911
187	0.0276976998
188	0.02746437017
189	0.02730670812
190	0.02715665821
191	0.02693495253
192	0.02679656896
193	0.02656957989
194	0.02645769907
195	0.02630558116
196	0.02607806532
197	0.02595993276
198	0.02585649514
199	0.02570893956
200	0.0255949369
201	0.02545813078
202	0.02531184715
203	0.02504564724
204	0.02490715517
205	0.02471126
206	0.02447183451
207	0.02426247372
208	0.02407989639
209	0.02394804163
210	0.02379409412
211	0.02362180663
212	0.02343170871
213	0.0233241361
214	0.02313478768
215	0.02300762128
216	0.02288508013
217	0.02275208677
218	0.0226344766
219	0.02252218978
220	0.02241932491
221	0.0222017629
222	0.02208697147
223	0.022011914
224	0.02188038323
225	0.02177691266
226	0.02168549239
227	0.02158328582
228	0.02148272386
229	0.02140195816
230	0.02132534492
231	0.02115553993
232	0.02107394656
233	0.02096076282
234	0.0208089767
235	0.02072714428
236	0.02062410044
237	0.02049013907
238	0.02039783376
239	0.02033367503
240	0.0202489797
241	0.02012779306
242	0.02004117043
243	0.0199580348
244	0.01987845677
245	0.0197899639
246	0.01965724097
247	0.01958023294
248	0.01951483858
249	0.01945616357
250	0.01938832479
251	0.01923784947
252	0.01916695772
253	0.01908995383
254	0.0190215581
255	0.01890390629
256	0.01876804955
257	0.01869204097
258	0.01854028654
259	0.01844373382
260	0.01838897948
261	0.01828652071
262	0.01822899971
263	0.01816472649
264	0.01806338205
265	0.01799886942
266	0.01789293793
267	0.01783612417
268	0.01774587443
269	0.01767352954
270	0.01754378625
271	0.01748629079
272	0.01741882651
273	0.01732419067
274	0.01724624576
275	0.01713215695
276	0.01704683896
277	0.01698020731
278	0.01690063761
279	0.01684133272
280	0.01678857765
281	0.01673199747
282	0.01665276838
283	0.01658730152
284	0.01649333029
285	0.0164155797
286	0.01637238568
287	0.0163313818
288	0.01627997973
289	0.01622310613
290	0.01613192323
291	0.01603769148
292	0.01599602952
293	0.01592963234
294	0.01582039296
295	0.01568970021
296	0.01564297373
297	0.01559182273
298	0.0155345762
299	0.015453929
300	0.01536914459
301	0.01530741344
302	0.01523759326
303	0.01518288525
304	0.01515473009
305	0.01509681401
306	0.01503771759
307	0.01495785021
308	0.01491625088
309	0.01487253994
310	0.01484634648
311	0.01479096684
312	0.0147438171
313	0.01470216575
314	0.01466369097
315	0.01463012503
316	0.01457973568
317	0.01453092009
318	0.01443503968
319	0.01439388136
320	0.01435566336
321	0.01429838404
322	0.01426127763
323	0.01420786137
324	0.01416374231
325	0.01412230363
326	0.01406246605
327	0.013979259
328	0.01393896046
329	0.01388339016
330	0.01383995036
331	0.01375819327
332	0.01370135691
333	0.01365828171
334	0.01361933896
335	0.01357675004
336	0.01353525909
337	0.01347363319
338	0.01343025467
339	0.01340375229
340	0.01337044664
341	0.01327264477
342	0.01322016364
343	0.01318213994
344	0.01314830866
345	0.01311844069
346	0.01307424261
347	0.01303240374
348	0.01299061476
349	0.01294224622
350	0.01290698244
351	0.01287937126
352	0.01283518253
353	0.01280255161
354	0.0127563168
355	0.01272259105
356	0.01267593293
357	0.01264324957
358	0.01261214032
359	0.01257606968
360	0.012551772
361	0.01251632257
362	0.0124904138
363	0.01244966673
364	0.01240803986
365	0.01236099286
366	0.01233332272
367	0.01230177453
368	0.01222949305
369	0.01220036936
370	0.01215567275
371	0.01211395382
372	0.0120763964
373	0.01200708796
374	0.01197607438
375	0.01191360524
376	0.01187998966
377	0.0118523933
378	0.01183015127
379	0.01179469029
380	0.01175613079
381	0.01172418158
382	0.01169713145
383	0.01165541002
384	0.01162690719
385	0.01158004824
386	0.01153936909
387	0.01148206761
388	0.01146083885
389	0.01141637935
390	0.0113887117
391	0.01134708371
392	0.01131616572
393	0.01125670846
394	0.01123669803
395	0.01121191138
396	0.01117213711
397	0.01114729939
398	0.011121297
399	0.01108650753
400	0.01103386709
401	0.01099451284
402	0.0109763101
403	0.01095193339
404	0.01092415171
405	0.0109022745
406	0.01086526408
407	0.01083710307
408	0.01080484439
409	0.01076219235
410	0.01072563121
411	0.01069744722
412	0.01067489246
413	0.01064521674
414	0.01061095622
415	0.01059129103
416	0.01057190942
417	0.01053729669
418	0.01051190382
419	0.01049036524
420	0.01046435319
421	0.01043711344
422	0.0104191817
423	0.01038205553
424	0.01035782362
425	0.01033421883
426	0.0103098717
427	0.01028824539
428	0.01026553394
429	0.01023837971
430	0.01020825757
431	0.01019074701
432	0.01016789191
433	0.01013777499
434	0.01011458842
435	0.0100864641
436	0.01005571073
437	0.01002019031
438	0.01000148332
439	0.009971287665
440	0.009954895732
441	0.009926662806
442	0.009888086069
443	0.009859570816
444	0.009843822382
445	0.009808535042
446	0.009774585046
447	0.009751973844
448	0.009707862464
449	0.009690609876
450	0.009672104324
451	0.009653072008
452	0.009627607971
453	0.00959720417
454	0.009580302878
455	0.009548943923
456	0.009531517928
457	0.00950719058
458	0.009490914237
459	0.009470565235
460	0.009448252187
461	0.009422461664
462	0.009390291864
463	0.009350252145
464	0.009322145452
465	0.009284228266
466	0.009254217021
467	0.009226570659
468	0.009206160675
469	0.009191351689
470	0.009168606649
471	0.00914364256
472	0.009129913035
473	0.009103232719
474	0.009082923849
475	0.009056514643
476	0.009043868148
477	0.00901676713
478	0.008983395717
479	0.008970632633
480	0.008934394465
481	0.008912259056
482	0.008894381524
483	0.008875056163
484	0.008858062678
485	0.008835554739
486	0.008819713169
487	0.008801986424
488	0.008778282112
489	0.008760380545
490	0.008740721806
491	0.008722673011
492	0.008689051018
493	0.008672686863
494	0.008660536966
495	0.008645331382
496	0.008626799297
497	0.008612491186
498	0.008592958512
499	0.008582681676
500	0.008571275647
501	0.008557795729
502	0.008543035058
503	0.008526511847
504	0.008513201843
505	0.008498809431
506	0.008468625476
507	0.008448019016
508	0.008419569292
509	0.008385769444
510	0.008371120304
511	0.00835107613
512	0.008337220134
513	0.008323327376
514	0.008306118972
515	0.008289044605
516	0.008265980906
517	0.008245111512
518	0.008231300516
519	0.008209060816
520	0.008196137951
521	0.008182817779
522	0.008168252015
523	0.008154912921
524	0.008138313143
525	0.008112912686
526	0.008083895273
527	0.008066867154
528	0.008046435388
529	0.008009007219
530	0.007986705548
531	0.007957040741
532	0.007945135359
533	0.007928638203
534	0.007915429577
535	0.007907068296
536	0.007891489092
537	0.007869045303
538	0.007857273685
539	0.007841888024
540	0.007829055525
541	0.00780873743
542	0.00779376261
543	0.007774090522
544	0.007759892228
545	0.007751993848
546	0.007720913445
547	0.007709164414
548	0.007695689724
549	0.007679716339
550	0.00766244456
551	0.007647549097
552	0.007637129419
553	0.007608622787
554	0.00759583165
555	0.007587434956
556	0.007577581446
557	0.007565277118
558	0.007549218926
559	0.00753656083
560	0.007515393791
561	0.007486565367
562	0.007475927061
563	0.007458565494
564	0.007448696586
565	0.007439912825
566	0.007432978494
567	0.007417093894
568	0.007403498033
569	0.007390607955
570	0.007375846292
571	0.007366769916
572	0.007358181322
573	0.007337821205
574	0.007326284956
575	0.007314597818
576	0.007304127031
577	0.007292267138
578	0.007281431172
579	0.007271204235
580	0.007254171633
581	0.007232866014
582	0.007223168866
583	0.007209793076
584	0.007198697243
585	0.007177713237
586	0.007167429279
587	0.007152753081
588	0.007142996513
589	0.007133850635
590	0.007120987915
591	0.007106020624
592	0.007095376044
593	0.007080838735
594	0.007069093009
595	0.007055107079
596	0.007048209988
597	0.007036114187
598	0.007022824784
599	0.007009143585
600	0.006997887789
601	0.0069844936
602	0.006968919933
603	0.006959488965
604	0.006944591202
605	0.006931801584
606	0.006921681169
607	0.00691276531
608	0.006904917617
609	0.006880449828
610	0.006859319611
611	0.006846390741
612	0.006835444074
613	0.006824700776
614	0.006817375477
615	0.006802989179
616	0.006796673084
617	0.006783447707
618	0.006775160706
619	0.00676378588
620	0.006754487985
621	0.006737089538
622	0.00672403556
623	0.006714994203
624	0.006702312178
625	0.006688037716
626	0.006676311261
627	0.006666864591
628	0.006659671827
629	0.006647250025
630	0.006636111979
631	0.006628123035
632	0.006619545632
633	0.006607643599
634	0.006600272267
635	0.006590705897
636	0.006581780361
637	0.006574882411
638	0.006562574662
639	0.006555653552
640	0.00654572814
641	0.006533821159
642	0.006516989773
643	0.006506262999
644	0.006500146364
645	0.006490892573
646	0.006480528312
647	0.006466282624
648	0.006453336403
649	0.006441994547
650	0.006433745568
651	0.00642404514
652	0.006413049083
653	0.006398553988
654	0.006392055579
655	0.006377781461
656	0.006361640756
657	0.006346279842
658	0.006337789537
659	0.006325734231
660	0.006311744944
661	0.006299482283
662	0.006291522293
663	0.006282422587
664	0.006275816267
665	0.00626840579
666	0.006261347766
667	0.006254859177
668	0.006242761331
669	0.006221501277
670	0.006206531733
671	0.006198426627
672	0.006190527052
673	0.006178954823
674	0.006169875688
675	0.006162512849
676	0.006155305836
677	0.006147333709
678	0.006140365523
679	0.006132337475
680	0.006120321417
681	0.006112378296
682	0.006102384499
683	0.006095979227
684	0.00608576161
685	0.006078803359
686	0.006071693966
687	0.006062294083
688	0.006056529471
689	0.00604896083
690	0.006037511305
691	0.006030758484
692	0.006012298269
693	0.00600584568
694	0.005996518595
695	0.005983708116
696	0.005977491373
697	0.00596301433
698	0.005952797385
699	0.00594225912
700	0.005935054719
701	0.0059283684
702	0.005922456887
703	0.00591752771
704	0.005911179134
705	0.005902464407
706	0.005895667762
707	0.005887600966
708	0.005874632526
709	0.005866107873
710	0.005859382199
711	0.005852867747
712	0.005843465119
713	0.005833323187
714	0.005827039667
715	0.005816184747
716	0.005804894476
717	0.005799149377
718	0.00579110235
719	0.005785287907
720	0.005778091623
721	0.005771977953
722	0.005763401356
723	0.005756461082
724	0.005749106865
725	0.005742595873
726	0.005737409371
727	0.005732829583
728	0.005722089764
729	0.005704750268
730	0.005701120671
731	0.005691756602
732	0.005684952912
733	0.00568009134
734	0.005674302134
735	0.005665107962
736	0.005662348996
737	0.005658292707
738	0.005651535594
739	0.005645622115
740	0.005638586831
741	0.005630237618
742	0.005622046499
743	0.005614813215
744	0.00560429497
745	0.005597971089
746	0.005590648665
747	0.005585686484
748	0.005575037542
749	0.005567562346
750	0.005562935116
751	0.005554697941
752	0.005548135058
753	0.005541180444
754	0.005534672734
755	0.005527970138
756	0.005516161095
757	0.005509537435
758	0.005501474964
759	0.00549630045
760	0.005484509795
761	0.005480673646
762	0.00546793627
763	0.005459010962
764	0.005451289278
765	0.005441358428
766	0.005434851697
767	0.005425768543
768	0.005420731135
769	0.005409659878
770	0.005402754234
771	0.005393360124
772	0.005387412622
773	0.00537961287
774	0.005374870426
775	0.005364705213
776	0.005355292741
777	0.005348673237
778	0.005341885215
779	0.005333996761
780	0.005327655411
781	0.005319469
782	0.005310174491
783	0.005298136918
784	0.005291713439
785	0.005286183957
786	0.00527760197
787	0.005271385105
788	0.005263455143
789	0.005259452985
790	0.005253761264
791	0.005247426638
792	0.005240809302
793	0.005233177886
794	0.005229177764
795	0.005223197246
796	0.005216709929
797	0.005211320158
798	0.00520518415
799	0.005193712611
800	0.005185604429
801	0.005177905226
802	0.005171070028
803	0.005166877039
804	0.005156684399
805	0.005150481733
806	0.0051453566
807	0.005139049526
808	0.005126557358
809	0.005120511959
810	0.00511577864
811	0.005110105935
812	0.00510437015
813	0.005100169252
814	0.005092406997
815	0.005088017453
816	0.005071028533
817	0.005061368014
818	0.005056503544
819	0.005052319569
820	0.005044069824
821	0.005039055052
822	0.005033975287
823	0.005028985968
824	0.005023196192
825	0.005016172006
826	0.005007953247
827	0.005000135209
828	0.004987308744
829	0.004981434878
830	0.004975236581
831	0.004969597135
832	0.004965000386
833	0.004958009517
834	0.00495307237
835	0.004946330835
836	0.004940729829
837	0.004930259002
838	0.004925471134
839	0.004919832815
840	0.004913039007
841	0.004907198245
842	0.004900099806
843	0.004891314472
844	0.004884630978
845	0.004877246584
846	0.004872535546
847	0.004864369826
848	0.004861359973
849	0.00485478153
850	0.004850299562
851	0.00484495432
852	0.004835340583
853	0.00482890107
854	0.004825197121
855	0.004820447929
856	0.00481463215
857	0.004809962923
858	0.004803688148
859	0.004794519183
860	0.004786978729
861	0.004783875964
862	0.004779401356
863	0.004771041365
864	0.004766674648
865	0.004761472096
866	0.004747862872
867	0.004743532856
868	0.004734934331
869	0.004730358695
870	0.004722375295
871	0.004716371593
872	0.004710221506
873	0.004702872579
874	0.004692345871
875	0.004687501939
876	0.00468257026
877	0.004677544322
878	0.004672116437
879	0.004665445622
880	0.00466145105
881	0.004657811969
882	0.004651670641
883	0.004644856326
884	0.004638209279
885	0.004631084861
886	0.004624835234
887	0.004619824154
888	0.004615081797
889	0.004608537943
890	0.004604769255
891	0.004599987452
892	0.004590307141
893	0.004584905231
894	0.004574835034
895	0.004571241869
896	0.004560042207
897	0.004555577146
898	0.004548672041
899	0.004543121653
900	0.004538940983
901	0.004533640329
902	0.004529298601
903	0.004524448864
904	0.004517912952
905	0.004512521818
906	0.00450711318
907	0.004502401212
908	0.004492499941
909	0.004488634532
910	0.004484439329
911	0.00447479108
912	0.004470320119
913	0.004466927171
914	0.004459522181
915	0.004453702565
916	0.004450498864
917	0.004444969568
918	0.004441542592
919	0.004435652044
920	0.004429425531
921	0.004424111866
922	0.004419918419
923	0.004408746922
924	0.004398929899
925	0.00439500455
926	0.004389468109
927	0.004385629587
928	0.004376439967
929	0.00437234502
930	0.004368568315
931	0.004365114401
932	0.004361036808
933	0.004357456652
934	0.004348311444
935	0.004342159805
936	0.004334734073
937	0.004331927385
938	0.004326986254
939	0.004319716851
940	0.004316805839
941	0.004312875205
942	0.004308598428
943	0.00430199512
944	0.004294646729
945	0.004287604945
946	0.004282514754
947	0.004277136387
948	0.004273246258
949	0.004269356684
950	0.004265813735
951	0.004260613805
952	0.004257257858
953	0.004252426746
954	0.004248784234
955	0.004244237416
956	0.004240728007
957	0.004237022747
958	0.004232017269
959	0.004225885683
960	0.004221158503
961	0.004213367403
962	0.004209803673
963	0.004205377433
964	0.004202141444
965	0.00419616652
966	0.004189428558
967	0.004185346889
968	0.004181154192
969	0.004176782004
970	0.004173373838
971	0.00416937135
972	0.004165729061
973	0.004162548995
974	0.004157679877
975	0.004153375333
976	0.004149197222
977	0.004145469048
978	0.004141982924
979	0.004138699365
980	0.004135621603
981	0.004131927572
982	0.004124637465
983	0.004118524341
984	0.004114444478
985	0.004111198578
986	0.004104674433
987	0.004098246784
988	0.004095679459
989	0.004091747219
990	0.004088020573
991	0.004084072363
992	0.00407974328
993	0.00407466968
994	0.004065465085
995	0.004061745389
996	0.004057106718
997	0.004052511766
998	0.004048834066
999	0.00404414726
